C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_00_669.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_00_669.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_00_669.jpg,0,0,0,9.389272E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_00_755.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_00_755.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_00_755.jpg,0,0,0,1.434016E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_00_842.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_00_842.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_00_842.jpg,0,0,0,1.414957E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_00_931.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_00_931.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_00_931.jpg,0,0,0,4.54678E-07
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_014.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_014.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_014.jpg,0,0,0,1.230139E-07
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_098.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_098.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_098.jpg,0,0,0,2.391646E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_185.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_185.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_185.jpg,0,0,0,6.643599E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_265.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_265.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_265.jpg,0,0,0,3.974638E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_348.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_348.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_348.jpg,0,0,0,2.921257E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_434.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_434.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_434.jpg,0,0,0,3.90224E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_521.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_521.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_521.jpg,0,0,0,2.717112E-07
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_604.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_604.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_604.jpg,0,0,0,6.276404E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_685.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_685.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_685.jpg,0,0,0,4.334817E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_767.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_767.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_767.jpg,0,0,0,4.237146E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_849.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_849.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_849.jpg,0,0,0,3.726203E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_01_936.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_01_936.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_01_936.jpg,0,0,0,6.252804E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_023.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_023.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_023.jpg,0,0,0,1.554262E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_109.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_109.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_109.jpg,0,0,0,4.720821E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_198.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_198.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_198.jpg,0,0,0,4.450389E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_280.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_280.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_280.jpg,0,0,0,1.205572E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_365.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_365.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_365.jpg,0,0,0,5.048295E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_448.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_448.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_448.jpg,0,0,0,3.045696E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_531.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_531.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_531.jpg,0,0,0,5.252215E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_612.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_612.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_612.jpg,0,0,0,1.435446E-06
C:\Users\asus\Desktop\montravail\IMG\IMG\center_2018_11_15_21_17_02_694.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\left_2018_11_15_21_17_02_694.jpg,C:\Users\asus\Desktop\montravail\IMG\IMG\right_2018_11_15_21_17_02_694.jpg,0,0,0,8.321686E-07
